cik	companyname	adsh	date	tag	label	value	report	datatype
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	-1200000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	0.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)		https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)		https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	0.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)		https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)		https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	50600000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	-85300000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	187300000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	92300000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	60400000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	27400000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	50600000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	-85300000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	187300000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20110930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	-41700000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20120930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	-145700000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
109177	HARBINGER GROUP INC.	0000109177-13-000026	20130930	IncomeTaxExpenseBenefit	Reported income tax expense (benefit)	161000000.0000	https://www.sec.gov/Archives/edgar/data/109177/000010917713000026/R155.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20110930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	94000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20130930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	2834000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20110930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	1863000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20130930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount		https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20120930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	33000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20130331	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	662000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20120331	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	211000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20130930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	292000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20121231	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	1361000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20120930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	-673000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20120930	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	-32000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20120630	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	311000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20130630	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	519000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1382230	ESSA BANCORP, INC.	0001193125-13-474578	20111231	IncomeTaxExpenseBenefit	Actual tax expense and effective rate, Amount	184000.0000	https://www.sec.gov/Archives/edgar/data/1382230/000119312513474578/R89.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20110930	IncomeTaxExpenseBenefit	Total	-3579000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20110930	IncomeTaxExpenseBenefit	Total	170000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20120930	IncomeTaxExpenseBenefit	Total	628000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20120930	IncomeTaxExpenseBenefit	Total	55000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20130930	IncomeTaxExpenseBenefit	Total	6010000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
1550603	MALVERN BANCORP, INC.	0001188112-13-003583	20130930	IncomeTaxExpenseBenefit	Total	131000.0000	https://www.sec.gov/Archives/edgar/data/1550603/000118811213003583/R79.htm	monetary	
88572	SECURITY LAND & DEVELOPMENT CORP	0001003297-13-000567	20130930	IncomeTaxExpenseBenefit	Tax expense	244333.0000	https://www.sec.gov/Archives/edgar/data/88572/000100329713000567/R27.htm	monetary	
88572	SECURITY LAND & DEVELOPMENT CORP	0001003297-13-000567	20120930	IncomeTaxExpenseBenefit	Tax expense	177508.0000	https://www.sec.gov/Archives/edgar/data/88572/000100329713000567/R27.htm	monetary	
1556753	MOBILE GAMING INTERNATIONAL CORP	0001557240-13-000348	20120731	IncomeTaxExpenseBenefit	Income tax expense per books		https://www.sec.gov/Archives/edgar/data/1556753/000155724013000348/R21.htm	monetary	
1556753	MOBILE GAMING INTERNATIONAL CORP	0001557240-13-000348	20130731	IncomeTaxExpenseBenefit	Income tax expense per books		https://www.sec.gov/Archives/edgar/data/1556753/000155724013000348/R21.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20130930	IncomeTaxExpenseBenefit	INCOME TAX EXPENSE	0.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20120930	IncomeTaxExpenseBenefit	INCOME TAX EXPENSE	0.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20130930	IncomeTaxExpenseBenefit	INCOME TAX EXPENSE	0.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
924383	LRAD CORP	0001437749-13-015128	20120930	IncomeTaxExpenseBenefit		-150816.0000	https://www.sec.gov/Archives/edgar/data/924383/000143774913015128/R46.htm	monetary	
924383	LRAD CORP	0001437749-13-015128	20130930	IncomeTaxExpenseBenefit		1902.0000	https://www.sec.gov/Archives/edgar/data/924383/000143774913015128/R46.htm	monetary	
96699	TECHNICAL COMMUNICATIONS CORP	0001193125-13-479174	20130930	IncomeTaxExpenseBenefit	Total benefit for income taxes	-798802.0000	https://www.sec.gov/Archives/edgar/data/96699/000119312513479174/R56.htm	monetary	
96699	TECHNICAL COMMUNICATIONS CORP	0001193125-13-479174	20120930	IncomeTaxExpenseBenefit	Total benefit for income taxes	-596991.0000	https://www.sec.gov/Archives/edgar/data/96699/000119312513479174/R56.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-13-000060	20120930	IncomeTaxExpenseBenefit	(Benefit) provision for income taxes	-141833000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251713000060/R112.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-13-000060	20130930	IncomeTaxExpenseBenefit	(Benefit) provision for income taxes	18558000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251713000060/R112.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-13-000060	20110930	IncomeTaxExpenseBenefit	(Benefit) provision for income taxes	-8221000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251713000060/R112.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-13-000060	20120930	IncomeTaxExpenseBenefit	(Benefit) provision for income taxes	97100000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251713000060/R112.htm	monetary	
1044577	CHINA PRECISION STEEL, INC.	0001493152-13-001985	20130630	IncomeTaxExpenseBenefit	Total income tax (benefit)		https://www.sec.gov/Archives/edgar/data/1044577/000149315213001985/R71.htm	monetary	
1044577	CHINA PRECISION STEEL, INC.	0001493152-13-001985	20120630	IncomeTaxExpenseBenefit	Total income tax (benefit)	-5061.0000	https://www.sec.gov/Archives/edgar/data/1044577/000149315213001985/R71.htm	monetary	
1044577	CHINA PRECISION STEEL, INC.	0001493152-13-001985	20130630	IncomeTaxExpenseBenefit	Total income tax (benefit)		https://www.sec.gov/Archives/edgar/data/1044577/000149315213001985/R71.htm	monetary	
1044577	CHINA PRECISION STEEL, INC.	0001493152-13-001985	20120630	IncomeTaxExpenseBenefit	Total income tax (benefit)		https://www.sec.gov/Archives/edgar/data/1044577/000149315213001985/R71.htm	monetary	
779544	ARK RESTAURANTS CORP	0000930413-13-005875	20130930	IncomeTaxExpenseBenefit		1941000.0000	https://www.sec.gov/Archives/edgar/data/779544/000093041313005875/R60.htm	monetary	
779544	ARK RESTAURANTS CORP	0000930413-13-005875	20120930	IncomeTaxExpenseBenefit		3013000.0000	https://www.sec.gov/Archives/edgar/data/779544/000093041313005875/R60.htm	monetary	
779544	ARK RESTAURANTS CORP	0000930413-13-005875	20130930	IncomeTaxExpenseBenefit		0.0000	https://www.sec.gov/Archives/edgar/data/779544/000093041313005875/R60.htm	monetary	
1417172	GREEN DRAGON WOOD PRODUCTS, INC.	0001185185-13-002186	20130331	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	(Loss) / income before income taxes	-22020.0000	https://www.sec.gov/Archives/edgar/data/1417172/000118518513002186/R62.htm	monetary	
1417172	GREEN DRAGON WOOD PRODUCTS, INC.	0001185185-13-002186	20120331	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	(Loss) / income before income taxes	150346.0000	https://www.sec.gov/Archives/edgar/data/1417172/000118518513002186/R62.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20130930	IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic	LOSS BEFORE INCOME TAXES	-10306843.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20130930	IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic	LOSS BEFORE INCOME TAXES	-3724582.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20120930	IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic	LOSS BEFORE INCOME TAXES	-7171572.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1502952	BROADCAST LIVE DIGITAL CORP.	0001393905-13-000713	20130831	IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic	Loss before income taxes	-138845.0000	https://www.sec.gov/Archives/edgar/data/1502952/000139390513000713/R37.htm	monetary	
1502952	BROADCAST LIVE DIGITAL CORP.	0001393905-13-000713	20120831	IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic	Loss before income taxes	-27564.0000	https://www.sec.gov/Archives/edgar/data/1502952/000139390513000713/R37.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20130630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	-197915.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20120630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	-90726.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20120630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	1313.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20130630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	2715.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20120630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	574.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20130630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	1896.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20120630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	18.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20120630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	1400.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20130630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	112176.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1487439	CROWN ALLIANCE CAPITAL LTD	0001393905-13-000557	20130630	CurrentFederalTaxExpenseBenefit	Current Federal Tax Expense (Benefit)	2198.0000	https://www.sec.gov/Archives/edgar/data/1487439/000139390513000557/R53.htm	monetary	
1073748	YUMMIES INC	0001096906-13-001873	20130930	DeferredTaxAssetsValuationAllowance	Valuation Allowance	4148.0000	https://www.sec.gov/Archives/edgar/data/1073748/000109690613001873/R28.htm	monetary	
1073748	YUMMIES INC	0001096906-13-001873	20120930	DeferredTaxAssetsValuationAllowance	Valuation Allowance	4239.0000	https://www.sec.gov/Archives/edgar/data/1073748/000109690613001873/R28.htm	monetary	
1288750	TIMBERLINE RESOURCES CORP	0001052918-13-000519	20120930	DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax	Discontinued Operation, Income (Loss) from Discontinued Operation, before Income Tax	2121580.0000	https://www.sec.gov/Archives/edgar/data/1288750/000105291813000519/R74.htm	monetary	
1009626	BROCADE COMMUNICATIONS SYSTEMS INC	0001009626-13-000127	20131031	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.3690	https://www.sec.gov/Archives/edgar/data/1009626/000100962613000127/R93.htm	percent	
1009626	BROCADE COMMUNICATIONS SYSTEMS INC	0001009626-13-000127	20111031	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.3630	https://www.sec.gov/Archives/edgar/data/1009626/000100962613000127/R93.htm	percent	
1009626	BROCADE COMMUNICATIONS SYSTEMS INC	0001009626-13-000127	20121031	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.1300	https://www.sec.gov/Archives/edgar/data/1009626/000100962613000127/R93.htm	percent	
1469115	UAN POWER CORP	0001171520-13-000639	20120630	EffectiveIncomeTaxRateContinuingOperations	Effective Tax Rate	0.0000	https://www.sec.gov/Archives/edgar/data/1469115/000117152013000639/R41.htm	percent	
1469115	UAN POWER CORP	0001171520-13-000639	20130630	EffectiveIncomeTaxRateContinuingOperations	Effective Tax Rate	0.0000	https://www.sec.gov/Archives/edgar/data/1469115/000117152013000639/R41.htm	percent	
203527	VARIAN MEDICAL SYSTEMS INC	0001564590-13-001371	20130930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.2840	https://www.sec.gov/Archives/edgar/data/203527/000156459013001371/R98.htm	percent	
203527	VARIAN MEDICAL SYSTEMS INC	0001564590-13-001371	20120930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.2830	https://www.sec.gov/Archives/edgar/data/203527/000156459013001371/R98.htm	percent	
203527	VARIAN MEDICAL SYSTEMS INC	0001564590-13-001371	20110930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.3060	https://www.sec.gov/Archives/edgar/data/203527/000156459013001371/R98.htm	percent	
310056	VICON INDUSTRIES INC /NY/	0000310056-13-000030	20120930	EffectiveIncomeTaxRateContinuingOperations	Effective Income Tax Rate, Continuing Operations	0.0430	https://www.sec.gov/Archives/edgar/data/310056/000031005613000030/R26.htm	percent	
310056	VICON INDUSTRIES INC /NY/	0000310056-13-000030	20130930	EffectiveIncomeTaxRateContinuingOperations	Effective Income Tax Rate, Continuing Operations	-1.0360	https://www.sec.gov/Archives/edgar/data/310056/000031005613000030/R26.htm	percent	
823277	CHS INC	0000823277-13-000037	20130831	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.0830	https://www.sec.gov/Archives/edgar/data/823277/000082327713000037/R71.htm	percent	
823277	CHS INC	0000823277-13-000037	20110831	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.0750	https://www.sec.gov/Archives/edgar/data/823277/000082327713000037/R71.htm	percent	
823277	CHS INC	0000823277-13-000037	20120831	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.0570	https://www.sec.gov/Archives/edgar/data/823277/000082327713000037/R71.htm	percent	
6955	ACTUANT CORP	0000006955-13-000013	20110831	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.2020	https://www.sec.gov/Archives/edgar/data/6955/000000695513000013/R64.htm	percent	
6955	ACTUANT CORP	0000006955-13-000013	20120831	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.1900	https://www.sec.gov/Archives/edgar/data/6955/000000695513000013/R64.htm	percent	
6955	ACTUANT CORP	0000006955-13-000013	20130831	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.0940	https://www.sec.gov/Archives/edgar/data/6955/000000695513000013/R64.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-13-000096	20110930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.2140	https://www.sec.gov/Archives/edgar/data/56978/000005697813000096/R61.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-13-000096	20120930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.0780	https://www.sec.gov/Archives/edgar/data/56978/000005697813000096/R61.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-13-000096	20130930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.1100	https://www.sec.gov/Archives/edgar/data/56978/000005697813000096/R61.htm	percent	
353944	INTERNATIONAL GAME TECHNOLOGY	0001140361-13-044231	20130930	EffectiveIncomeTaxRateContinuingOperations	Total effective rate (in hundredths)	0.3220	https://www.sec.gov/Archives/edgar/data/353944/000114036113044231/R88.htm	percent	
353944	INTERNATIONAL GAME TECHNOLOGY	0001140361-13-044231	20120930	EffectiveIncomeTaxRateContinuingOperations	Total effective rate (in hundredths)	0.2720	https://www.sec.gov/Archives/edgar/data/353944/000114036113044231/R88.htm	percent	
353944	INTERNATIONAL GAME TECHNOLOGY	0001140361-13-044231	20110930	EffectiveIncomeTaxRateContinuingOperations	Total effective rate (in hundredths)	0.3170	https://www.sec.gov/Archives/edgar/data/353944/000114036113044231/R88.htm	percent	
1383196	LOCATION BASED TECHNOLOGIES, INC.	0001437749-13-015147	20130831	EffectiveIncomeTaxRateContinuingOperations		0.0000	https://www.sec.gov/Archives/edgar/data/1383196/000143774913015147/R46.htm	percent	
1383196	LOCATION BASED TECHNOLOGIES, INC.	0001437749-13-015147	20120831	EffectiveIncomeTaxRateContinuingOperations		0.0000	https://www.sec.gov/Archives/edgar/data/1383196/000143774913015147/R46.htm	percent	
1294632	IASIS HEALTHCARE LLC	0001193125-13-481238	20120930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.0920	https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/R67.htm	percent	
1294632	IASIS HEALTHCARE LLC	0001193125-13-481238	20110930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.3650	https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/R67.htm	percent	
1294632	IASIS HEALTHCARE LLC	0001193125-13-481238	20130930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.4450	https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/R67.htm	percent	
1289550	XENONICS HOLDINGS, INC.	0001193125-13-478688	20130930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	-0.0020	https://www.sec.gov/Archives/edgar/data/1289550/000119312513478688/R52.htm	percent	
1289550	XENONICS HOLDINGS, INC.	0001193125-13-478688	20120930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	-0.0010	https://www.sec.gov/Archives/edgar/data/1289550/000119312513478688/R52.htm	percent	
